E Trans_coeff_Ec Trans_coeff_Ia 
0	0.000000e+00	4.471499e-07
1	2.272561e-07	5.456292e-07
2	3.240374e-07	5.932148e-07
3	4.001273e-07	6.327719e-07
4	4.658195e-07	6.683564e-07
5	5.250680e-07	7.015144e-07
6	5.798851e-07	7.330313e-07
7	6.314574e-07	7.634044e-07
8	6.805525e-07	7.929442e-07
9	7.277003e-07	8.220277e-07
10	7.732839e-07	8.502566e-07
11	8.175911e-07	8.780766e-07
12	8.608438e-07	9.055943e-07
13	9.032179e-07	9.328974e-07
14	9.448552e-07	9.600034e-07
15	9.858721e-07	9.870002e-07
16	1.026365e-06	1.013894e-06
17	1.066416e-06	1.041200e-06
18	1.106095e-06	1.067842e-06
19	1.145461e-06	1.094497e-06
20	1.184566e-06	1.121184e-06
21	1.223456e-06	1.147895e-06
22	1.262170e-06	1.174630e-06
23	1.300745e-06	1.201461e-06
24	1.339211e-06	1.228377e-06
25	1.377598e-06	1.255440e-06
26	1.415931e-06	1.282998e-06
27	1.454232e-06	1.310023e-06
28	1.492524e-06	1.337194e-06
29	1.530825e-06	1.364532e-06
30	1.569154e-06	1.391937e-06
31	1.607526e-06	1.419519e-06
32	1.645957e-06	1.447289e-06
33	1.684460e-06	1.475184e-06
34	1.723048e-06	1.504095e-06
35	1.761735e-06	1.532052e-06
36	1.800530e-06	1.560288e-06
37	1.839445e-06	1.588618e-06
38	1.878490e-06	1.617243e-06
39	1.917674e-06	1.645991e-06
40	1.957005e-06	1.674981e-06
41	1.996493e-06	1.704196e-06
42	2.036146e-06	1.733642e-06
43	2.075971e-06	1.763961e-06
44	2.115975e-06	1.793576e-06
45	2.156166e-06	1.823327e-06
46	2.196549e-06	1.853439e-06
47	2.237132e-06	1.883643e-06
48	2.277921e-06	1.914109e-06
49	2.318921e-06	1.944832e-06
50	2.360138e-06	1.975830e-06
51	2.401578e-06	2.007212e-06
52	2.443246e-06	2.039301e-06
53	2.485147e-06	2.070661e-06
54	2.527286e-06	2.102345e-06
55	2.569668e-06	2.134408e-06
56	2.612298e-06	2.166476e-06
57	2.655180e-06	2.198891e-06
58	2.698319e-06	2.231761e-06
59	2.741719e-06	2.264743e-06
60	2.785385e-06	2.299026e-06
61	2.829320e-06	2.332175e-06
62	2.873529e-06	2.365665e-06
63	2.918016e-06	2.399453e-06
64	2.962784e-06	2.433540e-06
65	3.007838e-06	2.467947e-06
66	3.053182e-06	2.502419e-06
67	3.098818e-06	2.537385e-06
68	3.144752e-06	2.572825e-06
69	3.190986e-06	2.609161e-06
70	3.237523e-06	2.644675e-06
71	3.284369e-06	2.680353e-06
72	3.331525e-06	2.716521e-06
73	3.378997e-06	2.752789e-06
74	3.426786e-06	2.789697e-06
75	3.474896e-06	2.826556e-06
76	3.523331e-06	2.863850e-06
77	3.572095e-06	2.901781e-06
78	3.621189e-06	2.940713e-06
79	3.670618e-06	2.978492e-06
80	3.720385e-06	3.016655e-06
81	3.770493e-06	3.055168e-06
82	3.820946e-06	3.094027e-06
83	3.871746e-06	3.133239e-06
84	3.922896e-06	3.172830e-06
85	3.974401e-06	3.212863e-06
86	4.026262e-06	3.254591e-06
87	4.078483e-06	3.294465e-06
88	4.131068e-06	3.334908e-06
89	4.184019e-06	3.375785e-06
90	4.237339e-06	3.417070e-06
91	4.291031e-06	3.458794e-06
92	4.345099e-06	3.500413e-06
93	4.399546e-06	3.542822e-06
94	4.454374e-06	3.585884e-06
95	4.509587e-06	3.629865e-06
96	4.565188e-06	3.672893e-06
97	4.621179e-06	3.716003e-06
98	4.677564e-06	3.759769e-06
99	4.734346e-06	3.803693e-06
100	4.791528e-06	3.848214e-06
101	4.849113e-06	3.892912e-06
102	4.907103e-06	3.938367e-06
103	4.965503e-06	3.984321e-06
104	5.024314e-06	4.031463e-06
105	5.083541e-06	4.077037e-06
106	5.143186e-06	4.123187e-06
107	5.203251e-06	4.170146e-06
108	5.263741e-06	4.216981e-06
109	5.324658e-06	4.264341e-06
110	5.386005e-06	4.312382e-06
111	5.447786e-06	4.360931e-06
112	5.510002e-06	4.411404e-06
113	5.572659e-06	4.459775e-06
114	5.635757e-06	4.508716e-06
115	5.699301e-06	4.558623e-06
116	5.763294e-06	4.608260e-06
